work_id,houses,state,district,constituency,mp,elected_nominated,mp_type,resolved_constituency,constituency_resolution_source,constituency_resolution_confidence,constituency_candidates
WS/MP81/2024-2025/133876,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133877,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133878,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133879,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133880,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133881,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133882,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133883,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133884,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133885,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133886,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133887,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133888,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133889,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133890,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133891,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133892,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133893,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133894,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133895,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/133897,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/135502,"LS,RS",Jharkhand,BOKARO,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,DHANBAD | GIRIDIH
WS/MP81/2024-2025/136012,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/136013,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/136014,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/136015,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/136016,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/138124,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/138125,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/138126,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/162180,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/180239,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2024-2025/180240,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/187873,"LS,RS",Jharkhand,KODERMA,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,KODARMA,DISTRICT_UNIQUE_PC,MEDIUM,KODARMA
WS/MP81/2025-2026/187874,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/190472,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/190473,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195070,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195071,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195072,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195073,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195074,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195075,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195076,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195139,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195140,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195141,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195142,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195143,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195144,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195145,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195146,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195147,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195148,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195149,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195150,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195151,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195152,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195153,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195154,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195155,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195156,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195157,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195158,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195159,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195160,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195161,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195162,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/195163,"LS,RS",Jharkhand,RANCHI,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/200593,"LS,RS",Jharkhand,GUMLA,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_NO_DISTRICT_PC_MAP,UNRESOLVED,
WS/MP81/2025-2026/202813,"LS,RS",Jharkhand,RAMGARH,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_NO_DISTRICT_PC_MAP,UNRESOLVED,
WS/MP81/2025-2026/204850,"LS,RS",Jharkhand,GUMLA,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_NO_DISTRICT_PC_MAP,UNRESOLVED,
WS/MP81/2025-2026/210497,"LS,RS",Jharkhand,RAMGARH,Sitting Rajya Sabha,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Rajya Sabha,,UNRESOLVED_NO_DISTRICT_PC_MAP,UNRESOLVED,
WS/MP81/2025-2026/215268,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215269,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215272,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215273,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215275,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215276,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215278,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215279,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215280,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215281,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215282,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215283,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215284,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215285,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215286,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215287,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/215288,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221242,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221243,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221244,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221245,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221246,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221247,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221248,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221249,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221250,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221251,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221252,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,,UNRESOLVED_AMBIGUOUS_DISTRICT,UNRESOLVED,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221253,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
WS/MP81/2025-2026/221254,LS,Jharkhand,RANCHI,,Shri Aditya Prasad (2022-28) (2022-2028),Elected MP,Lok Sabha,RANCHI,WORK_DESCRIPTION_PC_MATCH,MEDIUM,KHUNTI(ST) | RANCHI
