sr_no,state,mp,constituency,allocated_amount,work_id_canonical,work_id_status,house,source_file,elected_nominated
197,Assam,Shri Terash Gowalla (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
198,Tamil Nadu,Shri Tiruchi Siva (2026-32) (2026-2032),,49356476.5,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
199,Maharashtra,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),,73500000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
200,Bihar,Shri Upendra Kushwaha (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
201,Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
202,Andhra Pradesh,Shri Vijay Chintakayala (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
203,Maharashtra,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
204,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
205,Andhra Pradesh,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
206,Manipur,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
207,Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),,196994373.87,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
208,Uttar Pradesh,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
209,Uttar Pradesh,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
210,Kerala,Smt. Jebi Mather Hisham (2022-28) (2022-2028),,220563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
211,Chhattisgarh,Smt. Laxmi Verma (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
212,Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),,232524001.2,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
213,West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
214,Maharashtra,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
215,Madhya Pradesh,Smt. Maya Naroliya (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
216,Karnataka,Smt. Nirmala Sitharaman (2022-28) (2022-2028),,215972051.45,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
217,Kerala,Smt. P. T. Usha (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
218,Chhattisgarh,Smt. Phulo Devi Netam (2026-32) (2026-2032),,49000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
219,Tamil Nadu,Smt. Rajathi (2025-31) (2025-2031),,89248285.42,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
220,Chhattisgarh,Smt. Ranjeet Ranjan (2022-28) (2022-2028),,246780257.87,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
221,Haryana,Smt. Rekha Sharma (2024-28) (2024-2028),,98000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
222,Telangana,Smt. Renuka Chowdhury (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
223,Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),,206563957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
224,Uttar Pradesh,Smt. Sadhna Singh (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
225,West Bengal,Smt. Sagarika Ghose (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
226,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
227,Uttar Pradesh,Smt. Seema Dwivedi (2020-26) (2020-2026),,173830159.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
228,Rajasthan,Smt. Sonia Gandhi (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
229,Karnataka,Smt. Sudha Murty (2024-30) (2024-2030),,147000000.0,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Nominated MP
230,Odisha,Smt. Sulata Deo (2022-28) (2022-2028),,196084721.4,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
231,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,196063957.11,,missing,RS,RS_Allocated_Limit_for_Honble_MPs__4_.csv,Elected MP
