sr_no,state,mp,constituency,allocated_amount,work_id_canonical,work_id_status,house,source_file,elected_nominated
189,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
190,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
191,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
192,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
193,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
194,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
195,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
197,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
198,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
199,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
200,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
201,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
203,Haryana,JAI PARKASH,HISAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
204,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
205,Madhya Pradesh,Janardan Mishra,REWA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
206,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
207,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
208,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
209,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
210,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
211,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
212,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
213,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
214,West Bengal,JUNE MALIAH,MEDINIPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
215,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
216,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
217,Tamil Nadu,K E PRAKASH,ERODE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
218,Kerala,K RADHAKRISHNAN,ALATHUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
219,Tamil Nadu,K Subbarayan,TIRUPPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
220,Kerala,K. C VENUGOPAL,ALAPPUZHA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
221,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
222,Telangana,KADIYAM KAVYA,WARANGEL(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
223,West Bengal,Kakoli Ghosh Dastidar,BARASAT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
224,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),269500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
225,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
226,Jharkhand,KALI CHARAN MUNDA,KHUNTI(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
227,Jharkhand,KALI CHARAN SINGH,CHATRA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
228,West Bengal,KALIPADA SAREN,JHARGRAM(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
229,West Bengal,Kalyan Banerjee,SREERAMPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
230,Maharashtra,KALYAN VAIJINATHRAO KALE,JALNA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
231,Assam,KAMAKHYA PRASAD TASA,Kaziranga,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
232,Delhi,Kamaljeet Sehrawat,WEST DELHI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
233,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
234,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
235,Himachal Pradesh,Kangana Ranaut,MANDI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
236,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
237,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
238,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
239,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
240,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
241,Bihar,Kaushalendra Kumar,NALANDA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
242,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
243,West Bengal,Khalilur Rahaman,JANGIPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
244,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
245,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
246,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
247,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
249,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,233721420.96,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
250,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
251,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
252,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
253,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
255,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
256,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
257,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
261,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
262,Rajasthan,LUMBARAM,JALORE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
263,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
264,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
266,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
267,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
268,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
269,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
272,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
273,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
275,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
276,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
283,Haryana,MANOHAR LAL,KARNAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
285,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
286,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
287,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
288,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
290,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
291,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
292,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
293,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
295,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
298,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
299,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
300,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
301,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
302,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
304,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
305,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
306,Maharashtra,NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
307,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
308,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
309,Haryana,NAVEEN JINDAL,KURUKSHETRA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
310,Uttar Pradesh,NEERAJ MAURYA,AONLA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
311,Maharashtra,NILESH DNYANDEV LANKE,AHMEDNAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
312,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,BHAVNAGAR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
313,Jharkhand,Nishikant Dubey,GODDA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
314,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
315,Bihar,Nityanand Rai,UJJARPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
316,Rajasthan,Om Birla,KOTA,163906956.6,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
317,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
318,Karnataka,P C Mohan,BANGALORE CENTRAL,159995711.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
319,Uttar Pradesh,Pankaj Chowdhary,MAHARAJGANJ_UP,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
320,Assam,PARIMAL SUKLABAIDYA,SILCHAR,148300157.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
321,Gujarat,PARSHOTTAMBHAI RUPALA,RAJKOT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
322,West Bengal,PARTHA BHOWMICK,BARRACKPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
323,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,167541747.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
324,The Dadra And Nagar Haveli And Daman And Diu,PATEL UMESHBHAI BABUBHAI,DAMAN and DIU,245063957.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
325,West Bengal,PATHAN YUSUF,BAHARAMPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
326,Assam,PHANI BHUSAN CHOUDHURY,BARPETA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
327,Maharashtra,Piyush Vedprakash Goyal,MUMBAI NORTH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
328,Andhra Pradesh,PRABHAKAR REDDY VEMIREDDY,NELLORE(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
329,Gujarat,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
330,Assam,Pradan Baruah,LAKHIMPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
331,Bihar,Pradeep Kumar Singh,ARARIA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
332,Odisha,PRADEEP PUROHIT,BARGARH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
333,Assam,Pradyut Bordoloi,NOWGONG,98000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
334,Karnataka,Pralhad Venkatesh Joshi,DHARWAD,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
335,Maharashtra,PRANITI SUSHILKUMAR SHINDE,SOLAPUR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
336,West Bengal,Prasun Banerjee,HOWRAH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
337,Odisha,Pratap Chandra Sarangi,BALASORE,147064254.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
338,Maharashtra,Prataprao Jadhav,BULDHANA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
339,West Bengal,Pratima Mondal,JOYNAGAR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
340,Delhi,Praveen Khandelwal,CHANDINI CHOWK,147470276.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
341,Uttar Pradesh,PRAVEEN PATEL,PHULPUR,151559884.09,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
342,Uttar Pradesh,PRIYA SAROJ,MACHHLISHAHR(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
343,Kerala,Priyanka Gandhi Vadra,WAYANAD,122500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
344,Karnataka,PRIYANKA SATISH JARKIHOLI,CHIKKODI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
345,West Bengal,Prof Sougata Ray,DUM DUM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
346,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
347,Uttar Pradesh,PUSHPENDRA SAROJ,KAUSHAMBI(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
348,Andhra Pradesh,Putta Mahesh Kumar,ELURU,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
349,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
350,Odisha,RABINDRA NARAYAN BEHERA,JAJPUR(SC),147064617.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
351,West Bengal,RACHNA BANERJEE,HOOGHLY,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
352,Bihar,Radha Mohan Singh,PURVI CHAMPARAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
353,Karnataka,RADHAKRISHNA,GULBARGA(SC),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
354,Chhattisgarh,RADHE SHYAM RATHIYA,RAIGARH(ST),159706972.09,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
355,Uttar Pradesh,RAHUL GANDHI,RAE BARELI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
356,Rajasthan,Rahul Kaswan,CHURU,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
357,Madhya Pradesh,RAHUL SINGH LODHI,DAMOH,163058785.37,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
358,Bihar,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
359,Rajasthan,RAJ KUMAR ROAT,BANSWARA(ST),147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
360,Bihar,RAJA RAM SINGH,KARAKAT,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
361,Maharashtra,RAJABHAU,NASHIK,152878682.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
362,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
363,Uttar Pradesh,RAJEEV RAI,GHOSI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
364,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
365,Bihar,RAJESH VERMA,KHAGARIA,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
366,Gujarat,Rajeshbhai Naranbhai Chudasama,JUNAGADH,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
367,Bihar,Rajiv Pratap Rudy,SARAN,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
368,Bihar,Rajiv Ranjan (Lalan) Singh,MUNGER,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
369,Uttar Pradesh,Rajkumar Chahar,FATEHPUR SIKRI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
370,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
371,Gujarat,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
372,West Bengal,Raju Bista,DARJEELING,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
373,Uttar Pradesh,RAKESH RATHOR,SITAPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
374,Assam,RAKIBUL HUSSAIN,DHUBRI,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
375,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,204176957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
376,Uttar Pradesh,Ram Shiromani,SHRAWASTI,151746878.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
377,Telangana,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
378,Uttar Pradesh,RAMASHANKAR RAJBHAR,SALEMPUR,160056927.07,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
379,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,151231957.11,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
380,Uttar Pradesh,RAMESH AWASTHI,KANPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
381,Karnataka,Ramesh Chandappa Jigajinagi,BIJAPUR(SC),269500000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
382,Bihar,Ramprit Mandal,JHANJHARPUR,147000000.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
383,Delhi,Ramvir Singh Bidhuri,SOUTH DELHI,147559100.0,,missing,LS,LS_Allocated_Limit_for_Honble_MPs.csv,
