work_id,dataset_count,datasets
WS/MP198/2023-2024/3503,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3504,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3505,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3506,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3507,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3508,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3509,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3510,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3511,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3512,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3533,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3534,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3535,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3536,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3537,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3538,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3544,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3545,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3546,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3547,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3548,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3549,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3550,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3551,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3552,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3553,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3554,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3555,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3556,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3557,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3558,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3559,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3560,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3561,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3562,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3563,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3564,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3565,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3572,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3573,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/3574,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4484,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4485,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4486,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4488,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4489,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4490,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4491,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/4492,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5133,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5141,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5142,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5143,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5144,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/5145,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/5658,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/5659,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/5972,2,LS_sanctioned|RS_recommended
WS/MP844/2023-2024/6219,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/7127,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP081/2023-2024/7131,2,LS_sanctioned|RS_recommended
WS/MP140/2023-2024/7438,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2023-2024/7453,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP850/2023-2024/7823,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7868,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7869,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7870,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7871,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7872,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7873,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7874,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7875,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7876,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7877,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7878,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7879,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7880,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7881,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7882,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7883,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7884,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7885,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7886,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7887,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7888,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7889,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7890,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7891,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7892,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7893,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7894,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7895,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7896,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7901,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7902,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7903,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7904,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7905,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7906,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7907,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7908,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7909,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7910,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7911,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7912,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7913,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7914,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7915,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7916,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7917,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7918,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7919,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7920,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7921,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7922,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7923,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7924,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7925,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7926,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7927,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7932,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7933,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7934,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7935,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7936,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7937,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7938,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7939,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7940,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7941,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7942,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7943,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7944,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7945,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7946,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7947,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7948,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7951,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7952,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7953,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7954,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7955,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7956,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7957,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7958,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7959,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7960,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/7961,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2023-2024/8583,2,LS_sanctioned|RS_recommended
WS/MP140/2023-2024/8584,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2023-2024/8586,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP140/2023-2024/8587,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2024-2025/8596,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/8598,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/8599,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP187/2023-2024/8692,2,LS_sanctioned|RS_recommended
WS/MP187/2023-2024/8693,2,LS_sanctioned|RS_recommended
WS/MP187/2023-2024/8694,2,LS_sanctioned|RS_recommended
WS/MP187/2024-2025/8695,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/9771,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/9772,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/9773,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/9774,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/9775,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/9776,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/9777,2,LS_sanctioned|RS_recommended
WS/MP192/2023-2024/9784,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9785,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9786,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9787,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9799,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9810,2,LS_sanctioned|RS_recommended
WS/MP192/2023-2024/9811,2,LS_sanctioned|RS_recommended
WS/MP192/2023-2024/9812,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/9813,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/10083,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10166,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10167,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10169,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10170,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10179,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10180,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10191,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP183/2023-2024/10275,2,LS_sanctioned|RS_recommended
WS/MP106/2023-2024/10666,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10668,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10670,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10671,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10673,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/10674,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP203/2023-2024/10747,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP203/2023-2024/10748,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/10965,2,LS_sanctioned|RS_recommended
WS/MP146/2023-2024/10966,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/10975,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11202,2,LS_sanctioned|RS_recommended
WS/MP146/2023-2024/11203,2,LS_sanctioned|RS_recommended
WS/MP146/2023-2024/11221,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11222,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11223,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11226,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11228,2,LS_sanctioned|RS_recommended
WS/MP146/2023-2024/11229,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2024-2025/11244,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11247,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11755,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11756,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11757,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11758,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11759,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11760,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11761,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11762,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11763,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11764,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11784,2,LS_sanctioned|RS_recommended
WS/MP202/2023-2024/11798,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2024-2025/11800,2,LS_sanctioned|RS_recommended
WS/MP202/2023-2024/11802,2,LS_sanctioned|RS_recommended
WS/MP146/2023-2024/11804,2,LS_sanctioned|RS_recommended
WS/MP202/2026-2027/11814,2,LS_sanctioned|RS_recommended
WS/MP202/2023-2024/11815,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/11816,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11840,2,LS_sanctioned|RS_recommended
WS/MP015/2023-2024/11862,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11863,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11864,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11865,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11866,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11867,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11868,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11869,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11870,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11871,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11872,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11873,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11874,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11875,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11876,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11877,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11878,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11879,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11880,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11881,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11883,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/11890,2,LS_sanctioned|RS_recommended
WS/MP146/2024-2025/11893,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP015/2023-2024/11901,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11902,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11903,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11904,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11905,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP015/2023-2024/11906,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12148,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12149,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12150,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12151,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12152,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12153,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12154,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12155,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12156,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12157,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12158,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12159,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12160,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12161,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12162,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12163,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12164,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP202/2023-2024/12165,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP106/2023-2024/12510,3,LS_sanctioned|RS_expenditure|RS_recommended
WS/MP192/2023-2024/12592,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12593,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12594,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12595,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12596,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12599,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12600,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/12603,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2023-2024/12652,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2024-2025/12654,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP146/2024-2025/12655,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12656,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12657,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12658,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12659,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12660,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP198/2023-2024/12661,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP187/2023-2024/12666,2,LS_sanctioned|RS_recommended
WS/MP001/2023-2024/12725,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12726,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12727,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12794,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12795,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12796,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP001/2023-2024/12797,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP839/2023-2024/13023,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13218,2,LS_sanctioned|RS_recommended
WS/MP192/2023-2024/13222,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13223,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13224,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13225,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13226,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP187/2023-2024/13246,2,LS_sanctioned|RS_recommended
WS/MP187/2023-2024/13247,2,LS_sanctioned|RS_recommended
WS/MP187/2023-2024/13248,2,LS_sanctioned|RS_recommended
WS/MP192/2023-2024/13276,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13277,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13278,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13279,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13280,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13329,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13332,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13375,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13376,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13377,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13378,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13379,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13380,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13381,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13382,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13383,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13384,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13385,4,LS_sanctioned|RS_completed|RS_expenditure|RS_recommended
WS/MP192/2023-2024/13386,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13387,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP192/2023-2024/13388,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13390,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13408,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13410,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13416,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13417,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13425,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13426,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13427,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13524,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2024-2025/13532,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13534,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13573,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13575,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13576,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13577,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13578,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13579,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13581,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13582,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13585,2,LS_sanctioned|RS_recommended
WS/MP078/2023-2024/13589,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13590,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13591,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13592,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13594,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13595,3,LS_sanctioned|RS_completed|RS_recommended
WS/MP078/2023-2024/13596,3,LS_sanctioned|RS_completed|RS_recommended
